analyte,level,lot,instrument,result
Leukocytes,L1,60191101,XR1,3.14
Leukocytes,L1,60191101,XR1,3.13
Leukocytes,L1,60191101,XR1,3.19
Leukocytes,L1,60191101,XR1,3.32
Leukocytes,L1,60191101,XR1,3.21
Leukocytes,L1,60191101,XR1,3.33
Leukocytes,L1,60191101,XR1,3.24
Leukocytes,L1,60191101,XR1,3.23
Leukocytes,L1,60191101,XR1,3.26
Leukocytes,L1,60191101,XR1,3.29
Leukocytes,L1,60191101,XR1,3.22
Leukocytes,L1,60191101,XR1,3.22
Leukocytes,L1,60191101,XR1,3.21
Leukocytes,L1,60191101,XR1,3.21
Leukocytes,L1,60191101,XR1,3.17
Leukocytes,L1,60191101,XR1,3.16
Leukocytes,L1,60191101,XR1,3.27
Leukocytes,L1,60191101,XR1,3.21
Leukocytes,L1,60751101,XR1,3.28
Leukocytes,L1,60751101,XR1,3.22
Leukocytes,L1,60751101,XR1,3.21
Leukocytes,L1,60751101,XR1,3.19
Leukocytes,L1,60751101,XR1,3.19
Leukocytes,L1,60751101,XR1,3.26
Leukocytes,L1,60751101,XR1,3.19
Leukocytes,L1,60751101,XR1,3.17
Leukocytes,L1,60751101,XR1,3.14
Leukocytes,L1,60751101,XR1,3.17
Leukocytes,L1,60751101,XR1,3.11
Leukocytes,L1,60751101,XR1,3.26
Leukocytes,L1,60751101,XR1,3.24
Leukocytes,L1,60751101,XR1,3.21
Leukocytes,L1,60751101,XR1,3.33
Leukocytes,L1,60751101,XR1,3.12
Leukocytes,L1,60751101,XR1,3.05
Leukocytes,L1,60751101,XR1,3.13
Leukocytes,L1,60751101,XR1,3.26
Leukocytes,L1,60751101,XR1,3.24
Leukocytes,L1,60751101,XR1,3.27
Leukocytes,L1,60751101,XR1,3.2
Leukocytes,L1,60751101,XR1,3.16
Leukocytes,L1,60751101,XR1,3.17
Leukocytes,L1,60751101,XR1,3.13
Leukocytes,L1,60751101,XR1,3.18
Leukocytes,L1,60751101,XR1,3.25
Leukocytes,L1,60751101,XR1,3.22
Leukocytes,L1,60751101,XR1,3.17
Leukocytes,L1,60751101,XR1,3.3
Leukocytes,L1,60751101,XR1,3.28
Leukocytes,L1,60751101,XR1,3.24
Leukocytes,L1,60751101,XR1,3.14
Leukocytes,L1,60751101,XR1,3.05
Leukocytes,L1,60751101,XR1,3.24
Leukocytes,L1,60751101,XR1,3.26
Leukocytes,L1,60751101,XR1,2.95
Leukocytes,L1,60751101,XR1,3.2
Leukocytes,L1,60751101,XR1,3.22
Leukocytes,L1,60751101,XR1,3.0
Leukocytes,L1,60751101,XR1,3.37
Leukocytes,L1,60751101,XR1,3.32
Leukocytes,L1,60751101,XR1,3.13
Leukocytes,L1,60751101,XR1,3.23
Leukocytes,L1,60751101,XR1,3.06
Leukocytes,L1,60751101,XR1,3.2
Leukocytes,L1,60751101,XR1,3.32
Leukocytes,L1,60751101,XR1,3.18
Leukocytes,L1,60751101,XR1,3.19
Leukocytes,L1,60751101,XR1,3.21
Leukocytes,L1,60751101,XR1,3.21
Leukocytes,L1,60751101,XR1,3.22
Leukocytes,L1,60751101,XR1,3.15
Leukocytes,L1,60751101,XR1,3.22
Leukocytes,L1,60751101,XR1,3.29
Leukocytes,L1,60751101,XR1,2.83
Leukocytes,L1,60751101,XR1,3.11
Leukocytes,L1,60751101,XR1,3.2
Leukocytes,L1,60751101,XR1,3.27
Leukocytes,L1,60751101,XR1,3.15
Leukocytes,L1,60751101,XR1,3.15
Leukocytes,L1,60751101,XR1,3.23
Leukocytes,L1,60751101,XR1,3.22
Leukocytes,L1,60751101,XR1,3.22
Leukocytes,L1,60751101,XR1,3.21
Leukocytes,L1,60751101,XR1,3.18
Leukocytes,L1,60751101,XR1,3.07
Leukocytes,L1,60751101,XR1,3.26
Leukocytes,L1,60751101,XR1,3.2
Leukocytes,L1,60751101,XR1,3.27
Leukocytes,L1,60751101,XR1,3.19
Leukocytes,L1,60751101,XR1,3.21
Leukocytes,L1,60751101,XR1,3.31
Leukocytes,L1,60751101,XR1,3.32
Leukocytes,L1,60751101,XR1,3.16
Leukocytes,L1,60751101,XR1,3.11
Leukocytes,L1,60751101,XR1,3.19
Leukocytes,L1,60751101,XR1,3.21
Leukocytes,L1,60751101,XR1,3.2
Leukocytes,L1,60751101,XR1,3.14
Leukocytes,L1,60751101,XR1,3.19
Leukocytes,L1,60751101,XR1,3.25
Leukocytes,L1,60751101,XR1,3.25
Leukocytes,L1,60751101,XR1,3.3
Leukocytes,L1,60751101,XR1,3.22
Leukocytes,L1,60751101,XR1,3.24
Leukocytes,L1,60751101,XR1,3.26
Leukocytes,L1,60751101,XR1,3.14
Leukocytes,L1,60751101,XR1,3.19
Leukocytes,L1,60751101,XR1,3.15
Leukocytes,L1,60751101,XR1,3.28
Leukocytes,L1,60751101,XR1,3.22
Leukocytes,L1,60751101,XR1,3.26
Leukocytes,L1,60751101,XR1,3.27
Leukocytes,L1,60751101,XR1,3.22
Leukocytes,L1,60751101,XR1,3.07
Leukocytes,L1,60751101,XR1,3.2
Leukocytes,L1,60751101,XR1,3.25
Leukocytes,L1,60751101,XR1,3.19
Leukocytes,L1,60751101,XR1,3.29
Leukocytes,L1,60751101,XR1,3.1
Leukocytes,L1,60751101,XR1,3.19
Leukocytes,L1,60751101,XR1,3.21
Leukocytes,L1,60751101,XR1,3.14
Leukocytes,L1,60751101,XR1,3.17
Leukocytes,L1,60751101,XR1,3.16
Leukocytes,L1,60751101,XR1,3.14
Leukocytes,L1,60751101,XR1,3.37
Leukocytes,L1,60751101,XR1,3.12
Leukocytes,L1,60751101,XR1,3.14
Leukocytes,L1,60751101,XR1,3.24
Leukocytes,L1,60751101,XR1,3.16
Leukocytes,L1,60751101,XR1,3.19
Leukocytes,L1,60751101,XR1,3.12
Leukocytes,L1,60751101,XR1,3.23
Leukocytes,L1,60751101,XR1,3.26
Leukocytes,L1,61311101,XR1,3.25
Leukocytes,L1,61311101,XR1,3.22
Leukocytes,L1,61311101,XR1,3.22
Leukocytes,L1,61311101,XR1,3.34
Leukocytes,L1,61311101,XR1,3.17
Leukocytes,L1,61311101,XR1,3.21
Leukocytes,L1,61311101,XR1,3.22
Leukocytes,L1,61311101,XR1,3.22
Leukocytes,L1,61311101,XR1,3.25
Leukocytes,L1,61311101,XR1,3.22
Leukocytes,L1,61311101,XR1,3.22
Leukocytes,L1,61311101,XR1,3.18
Leukocytes,L1,61311101,XR1,3.24
Leukocytes,L1,61311101,XR1,3.23
Leukocytes,L1,61311101,XR1,3.29
Leukocytes,L1,61311101,XR1,3.26
Leukocytes,L1,61311101,XR1,3.33
Leukocytes,L1,61311101,XR1,3.15
Leukocytes,L1,61311101,XR1,3.17
Leukocytes,L1,61311101,XR1,3.23
Leukocytes,L1,61311101,XR1,3.19
Leukocytes,L1,61311101,XR1,3.32
Leukocytes,L1,61311101,XR1,3.13
Leukocytes,L1,61311101,XR1,3.1
Leukocytes,L1,61311101,XR1,3.34
Leukocytes,L1,61311101,XR1,3.3
Leukocytes,L1,61311101,XR1,3.25
Leukocytes,L1,61311101,XR1,3.25
Leukocytes,L1,61311101,XR1,3.24
Leukocytes,L1,61311101,XR1,3.18
Leukocytes,L1,61311101,XR1,3.23
Leukocytes,L1,61311101,XR1,3.31
Leukocytes,L1,61311101,XR1,3.14
Leukocytes,L1,61311101,XR1,3.29
Leukocytes,L1,61311101,XR1,3.09
Leukocytes,L1,61311101,XR1,3.42
Leukocytes,L1,61311101,XR1,3.26
Leukocytes,L1,61311101,XR1,3.25
Leukocytes,L1,61311101,XR1,3.21
Leukocytes,L1,61311101,XR1,3.07
Leukocytes,L1,61311101,XR1,3.24
Leukocytes,L1,61311101,XR1,3.21
Leukocytes,L1,61311101,XR1,3.24
Leukocytes,L1,61311101,XR1,3.23
Leukocytes,L1,61311101,XR1,3.35
Leukocytes,L1,61311101,XR1,3.21
Leukocytes,L1,61311101,XR1,3.31
Leukocytes,L1,61311101,XR1,3.08
Leukocytes,L1,61311101,XR1,3.3
Leukocytes,L1,61311101,XR1,3.37
Leukocytes,L1,61311101,XR1,3.27
Leukocytes,L1,61311101,XR1,3.27
Leukocytes,L1,61311101,XR1,3.23
Leukocytes,L1,61311101,XR1,3.22
Leukocytes,L1,61311101,XR1,3.25
Leukocytes,L1,61311101,XR1,3.24
Leukocytes,L1,61311101,XR1,3.14
Leukocytes,L1,61311101,XR1,3.25
Leukocytes,L1,61311101,XR1,3.24
Leukocytes,L1,61311101,XR1,3.23
Leukocytes,L1,61311101,XR1,3.29
Leukocytes,L1,61311101,XR1,3.21
Leukocytes,L1,61311101,XR1,3.05
Leukocytes,L1,61311101,XR1,3.15
Leukocytes,L1,61311101,XR1,3.07
Leukocytes,L1,61311101,XR1,3.1
Leukocytes,L1,61311101,XR1,3.07
Leukocytes,L1,61311101,XR1,3.23
Leukocytes,L1,61311101,XR1,3.14
Leukocytes,L1,61311101,XR1,3.16
Leukocytes,L1,61311101,XR1,3.22
Leukocytes,L1,61311101,XR1,3.11
Leukocytes,L1,61311101,XR1,3.11
Leukocytes,L1,61311101,XR1,3.07
Leukocytes,L1,61311101,XR1,3.19
Leukocytes,L1,61311101,XR1,3.1
Leukocytes,L1,61311101,XR1,3.32
Leukocytes,L1,61311101,XR1,3.14
Leukocytes,L1,61311101,XR1,3.19
Leukocytes,L1,61311101,XR1,3.17
Leukocytes,L1,61311101,XR1,3.32
Leukocytes,L1,61311101,XR1,3.25
Leukocytes,L1,61311101,XR1,3.12
Leukocytes,L1,61311101,XR1,3.16
Leukocytes,L1,61311101,XR1,3.16
Leukocytes,L1,61311101,XR1,3.22
Leukocytes,L1,61311101,XR1,3.23
Leukocytes,L1,61311101,XR1,3.15
Leukocytes,L1,61311101,XR1,3.19
Leukocytes,L1,61311101,XR1,3.09
Leukocytes,L1,61311101,XR1,3.21
Leukocytes,L1,61311101,XR1,3.23
Leukocytes,L1,61311101,XR1,3.22
Leukocytes,L1,61311101,XR1,3.14
Leukocytes,L1,61311101,XR1,3.1
Leukocytes,L1,61311101,XR1,3.04
Leukocytes,L2,53281102,XR1,6.86
Leukocytes,L2,53281102,XR1,7.11
Leukocytes,L2,53281102,XR1,6.86
Leukocytes,L2,53281102,XR1,7.07
Leukocytes,L2,53281102,XR1,7.0
Leukocytes,L2,53281102,XR1,6.97
Leukocytes,L2,53281102,XR1,6.87
Leukocytes,L2,53281102,XR1,6.97
Leukocytes,L2,53281102,XR1,7.06
Leukocytes,L2,53281102,XR1,7.23
Leukocytes,L2,53281102,XR1,7.1
Leukocytes,L2,53281102,XR1,7.03
Leukocytes,L2,53281102,XR1,6.95
Leukocytes,L2,53281102,XR1,6.87
Leukocytes,L2,53281102,XR1,6.87
Leukocytes,L2,53281102,XR1,7.11
Leukocytes,L2,53281102,XR1,7.14
Leukocytes,L2,53281102,XR1,7.16
Leukocytes,L2,53281102,XR1,7.07
Leukocytes,L2,53281102,XR1,7.01
Leukocytes,L2,53281102,XR1,7.01
Leukocytes,L2,53281102,XR1,7.12
Leukocytes,L2,53281102,XR1,6.92
Leukocytes,L2,53281102,XR1,6.98
Leukocytes,L2,53281102,XR1,6.72
Leukocytes,L2,53281102,XR1,7.03
Leukocytes,L2,53281102,XR1,6.89
Leukocytes,L2,53281102,XR1,7.13
Leukocytes,L2,53281102,XR1,6.97
Leukocytes,L2,53281102,XR1,7.1
Leukocytes,L2,53281102,XR1,7.13
Leukocytes,L2,53281102,XR1,6.93
Leukocytes,L2,53281102,XR1,6.96
Leukocytes,L2,53281102,XR1,6.94
Leukocytes,L2,53281102,XR1,6.85
Leukocytes,L2,53281102,XR1,7.15
Leukocytes,L2,53281102,XR1,6.87
Leukocytes,L2,53281102,XR1,7.09
Leukocytes,L2,53281102,XR1,6.93
Leukocytes,L2,53281102,XR1,6.97
Leukocytes,L2,53281102,XR1,7.02
Leukocytes,L2,53281102,XR1,6.95
Leukocytes,L2,53281102,XR1,6.89
Leukocytes,L2,53281102,XR1,7.18
Leukocytes,L2,53281102,XR1,7.05
Leukocytes,L2,53281102,XR1,6.98
Leukocytes,L2,53281102,XR1,7.07
Leukocytes,L2,53281102,XR1,6.87
Leukocytes,L2,53281102,XR1,6.98
Leukocytes,L2,53281102,XR1,6.98
Leukocytes,L2,53281102,XR1,6.97
Leukocytes,L2,53281102,XR1,6.93
Leukocytes,L2,53281102,XR1,6.97
Leukocytes,L2,53281102,XR1,6.88
Leukocytes,L2,53281102,XR1,6.88
Leukocytes,L2,53281102,XR1,7.03
Leukocytes,L2,53281102,XR1,7.08
Leukocytes,L2,53281102,XR1,6.94
Leukocytes,L2,53281102,XR1,6.92
Leukocytes,L2,53281102,XR1,7.06
Leukocytes,L2,53281102,XR1,6.95
Leukocytes,L2,53281102,XR1,7.01
Leukocytes,L2,53281102,XR1,7.02
Leukocytes,L2,53281102,XR1,6.98
Leukocytes,L2,53281102,XR1,6.61
Leukocytes,L2,53281102,XR1,7.04
Leukocytes,L2,53281102,XR1,6.97
Leukocytes,L2,53281102,XR1,7.12
Leukocytes,L2,53281102,XR1,6.86
Leukocytes,L2,53281102,XR1,6.65
Leukocytes,L2,53281102,XR1,6.98
Leukocytes,L2,53281102,XR1,6.97
Leukocytes,L2,53281102,XR1,7.04
Leukocytes,L2,53281102,XR1,7.1
Leukocytes,L2,53281102,XR1,7.11
Leukocytes,L2,53281102,XR1,7.08
Leukocytes,L2,53281102,XR1,7.0
Leukocytes,L2,53281102,XR1,6.93
Leukocytes,L2,53281102,XR1,7.09
Leukocytes,L2,53281102,XR1,6.86
Leukocytes,L2,53281102,XR1,6.91
Leukocytes,L2,53281102,XR1,7.08
Leukocytes,L2,53281102,XR1,7.11
Leukocytes,L2,53281102,XR1,6.73
Leukocytes,L2,53281102,XR1,6.88
Leukocytes,L2,53281102,XR1,6.56
Leukocytes,L2,53281102,XR1,6.96
Leukocytes,L2,53281102,XR1,6.82
Leukocytes,L2,53281102,XR1,6.94
Leukocytes,L2,53281102,XR1,7.04
Leukocytes,L2,53281102,XR1,6.96
Leukocytes,L2,53281102,XR1,6.92
Leukocytes,L2,53281102,XR1,6.97
Leukocytes,L2,53281102,XR1,6.82
Leukocytes,L2,53281102,XR1,6.96
Leukocytes,L2,53281102,XR1,6.93
Leukocytes,L2,53281102,XR1,6.79
Leukocytes,L2,53281102,XR1,6.99
Leukocytes,L2,53281102,XR1,6.93
Leukocytes,L2,53281102,XR1,6.98
Leukocytes,L2,53281102,XR1,6.98
Leukocytes,L2,53281102,XR1,7.15
Leukocytes,L2,53281102,XR1,7.05
Leukocytes,L2,53281102,XR1,6.93
Leukocytes,L2,53281102,XR1,7.12
Leukocytes,L2,53281102,XR1,6.73
Leukocytes,L2,53281102,XR1,7.01
Leukocytes,L2,53281102,XR1,6.94
Leukocytes,L2,53281102,XR1,7.01
Leukocytes,L2,53281102,XR1,7.03
Leukocytes,L2,53281102,XR1,6.91
Leukocytes,L2,53281102,XR1,6.75
Leukocytes,L2,53281102,XR1,7.17
Leukocytes,L2,53281102,XR1,6.92
Leukocytes,L2,53281102,XR1,6.98
Leukocytes,L2,53281102,XR1,6.86
Leukocytes,L2,53281102,XR1,7.04
Leukocytes,L2,53281102,XR1,7.02
Leukocytes,L2,53281102,XR1,7.11
Leukocytes,L2,53281102,XR1,7.0
Leukocytes,L2,53281102,XR1,7.14
Leukocytes,L2,53281102,XR1,6.97
Leukocytes,L2,53281102,XR1,6.96
Leukocytes,L2,53281102,XR1,7.07
Leukocytes,L2,53281102,XR1,6.92
Leukocytes,L2,53281102,XR1,7.21
Leukocytes,L2,53281102,XR1,6.98
Leukocytes,L2,53281102,XR1,7.15
Leukocytes,L2,53281102,XR1,7.06
Leukocytes,L2,53281102,XR1,7.14
Leukocytes,L2,53281102,XR1,7.22
Leukocytes,L2,53281102,XR1,7.08
Leukocytes,L2,53281102,XR1,6.56
Leukocytes,L2,53281102,XR1,7.08
Leukocytes,L2,53281102,XR1,7.14
Leukocytes,L2,53281102,XR1,6.99
Leukocytes,L2,53281102,XR1,7.16
Leukocytes,L2,53281102,XR1,6.96
Leukocytes,L2,53281102,XR1,6.91
Leukocytes,L2,53281102,XR1,6.96
Leukocytes,L2,53281102,XR1,6.87
Leukocytes,L2,53281102,XR1,6.81
Leukocytes,L2,53281102,XR1,6.96
Leukocytes,L2,53281102,XR1,6.92
Leukocytes,L2,53281102,XR1,7.25
Leukocytes,L2,53281102,XR1,7.03
Leukocytes,L2,53281102,XR1,7.05
Leukocytes,L2,53281102,XR1,6.86
Leukocytes,L2,53281102,XR1,6.9
Leukocytes,L2,53281102,XR1,6.92
Leukocytes,L2,53281102,XR1,7.11
Leukocytes,L2,53281102,XR1,7.04
Leukocytes,L2,53281102,XR1,7.0
Leukocytes,L2,53281102,XR1,6.97
Leukocytes,L2,53281102,XR1,6.94
Leukocytes,L2,53281102,XR1,6.86
Leukocytes,L2,53281102,XR1,7.06
Leukocytes,L2,60191102,XR1,6.97
Leukocytes,L2,60191102,XR1,6.64
Leukocytes,L2,60191102,XR1,6.63
Leukocytes,L2,60191102,XR1,6.8
Leukocytes,L2,60191102,XR1,6.86
Leukocytes,L2,60191102,XR1,6.94
Leukocytes,L2,60191102,XR1,6.96
Leukocytes,L2,60191102,XR1,6.94
Leukocytes,L2,60191102,XR1,6.84
Leukocytes,L2,60191102,XR1,6.97
Leukocytes,L2,60191102,XR1,7.02
Leukocytes,L2,60191102,XR1,6.89
Leukocytes,L2,60191102,XR1,6.86
Leukocytes,L2,60191102,XR1,6.96
Leukocytes,L2,60191102,XR1,6.8
Leukocytes,L2,60191102,XR1,6.85
Leukocytes,L2,60191102,XR1,6.91
Leukocytes,L2,60191102,XR1,6.93
Leukocytes,L2,60191102,XR1,6.92
Leukocytes,L2,60191102,XR1,6.85
Leukocytes,L2,60191102,XR1,6.86
Leukocytes,L2,60191102,XR1,7.03
Leukocytes,L2,60191102,XR1,6.87
Leukocytes,L2,60191102,XR1,6.92
Leukocytes,L2,60191102,XR1,6.97
Leukocytes,L2,60191102,XR1,6.86
Leukocytes,L2,60191102,XR1,6.7
Leukocytes,L2,60191102,XR1,6.91
Leukocytes,L2,60191102,XR1,6.79
Leukocytes,L2,60191102,XR1,6.88
Leukocytes,L2,60191102,XR1,6.9
Leukocytes,L2,60191102,XR1,6.86
Leukocytes,L2,60191102,XR1,6.82
Leukocytes,L2,60191102,XR1,6.88
Leukocytes,L2,60191102,XR1,6.98
Leukocytes,L2,60191102,XR1,6.91
Leukocytes,L2,60191102,XR1,7.01
Leukocytes,L2,60191102,XR1,6.72
Leukocytes,L2,60191102,XR1,6.79
Leukocytes,L2,60191102,XR1,6.71
Leukocytes,L2,60191102,XR1,6.97
Leukocytes,L2,60191102,XR1,6.65
Leukocytes,L2,60191102,XR1,6.89
Leukocytes,L2,60191102,XR1,6.4
Leukocytes,L2,60191102,XR1,6.6
Leukocytes,L2,60191102,XR1,6.58
Leukocytes,L2,60191102,XR1,6.72
Leukocytes,L2,60191102,XR1,6.62
Leukocytes,L2,60191102,XR1,7.01
Leukocytes,L2,60191102,XR1,6.95
Leukocytes,L2,60191102,XR1,6.75
Leukocytes,L2,60191102,XR1,6.66
Leukocytes,L2,60191102,XR1,7.04
Leukocytes,L2,60191102,XR1,6.52
Leukocytes,L2,60191102,XR1,6.86
Leukocytes,L2,60191102,XR1,6.7
Leukocytes,L2,60191102,XR1,7.16
Leukocytes,L2,60191102,XR1,6.68
Leukocytes,L2,60191102,XR1,6.96
Leukocytes,L2,60191102,XR1,6.88
Leukocytes,L2,60191102,XR1,6.32
Leukocytes,L2,60191102,XR1,6.85
Leukocytes,L2,60191102,XR1,6.88
Leukocytes,L2,60191102,XR1,6.88
Leukocytes,L2,60191102,XR1,6.74
Leukocytes,L2,60191102,XR1,7.05
Leukocytes,L2,60191102,XR1,6.9
Leukocytes,L2,60191102,XR1,7.02
Leukocytes,L2,60191102,XR1,6.94
Leukocytes,L2,60191102,XR1,6.88
Leukocytes,L2,60191102,XR1,6.95
Leukocytes,L2,60191102,XR1,6.86
Leukocytes,L2,60191102,XR1,6.97
Leukocytes,L2,60191102,XR1,7.08
Leukocytes,L2,60191102,XR1,6.84
Leukocytes,L2,60191102,XR1,6.86
Leukocytes,L2,60191102,XR1,6.94
Leukocytes,L2,60191102,XR1,6.96
Leukocytes,L2,60191102,XR1,6.89
Leukocytes,L2,60191102,XR1,6.92
Leukocytes,L2,60191102,XR1,6.96
Leukocytes,L2,60191102,XR1,7.04
Leukocytes,L2,60191102,XR1,6.84
Leukocytes,L2,60191102,XR1,6.9
Leukocytes,L2,60191102,XR1,6.88
Leukocytes,L2,60191102,XR1,7.0
Leukocytes,L2,60191102,XR1,7.07
Leukocytes,L2,60191102,XR1,6.87
Leukocytes,L2,60191102,XR1,6.85
Leukocytes,L2,60191102,XR1,7.01
Leukocytes,L2,60191102,XR1,6.99
Leukocytes,L2,60191102,XR1,7.02
Leukocytes,L2,60191102,XR1,7.01
Leukocytes,L2,60191102,XR1,6.96
